opp_id,account_id,owner_id,name,stage,amount,close_date,created_date,lead_source,forecast_category,is_won,is_closed,competitor,loss_reason,days_in_stage,next_step,opportunity_type,created_at
4170,698,5,Fusion Systems - New Business,Qualification,28297,2025-02-22,2024-07-03,Outbound - SDR,Best Case,False,False,,,9,,New Business,2024-07-03T00:00:00
4171,433,14,Pinnacle Corp - Initial License,Prospecting,7730,2024-11-03,2024-03-12,Webinar,Pipeline,False,False,Open Source Alternative,,20,POC setup,New Business,2024-03-12T00:00:00
4172,200,12,Vertex Inc - Platform Deal,Closed Lost,92188,2024-09-17,2024-04-05,Product-Led,Omitted,False,True,CompetitorC,Timing,18,,New Business,2024-04-05T00:00:00
4173,927,13,Nexus Technologies - Platform Deal,Closed Lost,140633,2024-12-31,2024-12-20,Event,Omitted,False,True,CompetitorA,Champion Left,20,,New Business,2024-12-20T00:00:00
4174,670,3,Synergy Group - Expansion,Qualification,11611,2025-02-26,2024-10-25,Webinar,Best Case,False,False,CompetitorA,,9,Schedule demo,Expansion,2024-10-25T00:00:00
4175,651,12,Horizon Platforms - Initial License,Closed Lost,22354,2024-12-31,2024-09-22,Webinar,Omitted,False,True,CompetitorB,No Decision,20,,New Business,2024-09-22T00:00:00
4176,730,14,Apex Services - Platform Deal,Proposal,17026,2024-09-08,2024-06-10,Inbound - Content,Best Case,False,False,CompetitorB,,59,Send proposal,New Business,2024-06-10T00:00:00
4177,804,5,Pacific Partners - Initial License,Qualification,21265,2024-10-06,2024-06-17,Event,Best Case,False,False,CompetitorD,,32,Technical review,New Business,2024-06-17T00:00:00
4178,183,12,Apex Systems - Platform Deal,Discovery,635082,2025-09-07,2024-12-14,Product-Led,Pipeline,False,False,,,30,Executive alignment,New Business,2024-12-14T00:00:00
4179,26,6,Catalyst Services - Initial License,Closed Won,9913,2024-07-10,2024-05-31,Outbound - AE,Closed,True,True,,,52,,New Business,2024-05-31T00:00:00
4180,471,9,Elevate Corp - Platform Deal,Proposal,117318,2022-06-17,2021-11-06,Inbound - Content,Best Case,False,False,CompetitorA,,35,Send proposal,New Business,2021-11-06T00:00:00
4181,904,6,Fusion Group - New Business,Closed Won,32639,2023-03-17,2022-09-22,Webinar,Closed,True,True,,,21,,New Business,2022-09-22T00:00:00
4182,715,3,Summit Inc - Platform Deal,Closed Won,194645,2024-08-30,2024-05-31,Webinar,Closed,True,True,CompetitorE,,19,,New Business,2024-05-31T00:00:00
4183,720,16,Nexus Enterprises - Platform Deal,Proposal,37483,2025-05-14,2024-11-13,Outbound - AE,Best Case,False,False,CompetitorC,,47,Reference call,New Business,2024-11-13T00:00:00
4184,945,12,Nexus Software - New Business,Prospecting,24677,2024-11-20,2024-09-28,Partner Referral,Pipeline,False,False,CompetitorB,,53,Reference call,New Business,2024-09-28T00:00:00
4185,205,13,Apex Software - Platform Deal,Prospecting,17775,2024-09-19,2024-07-10,Outbound - AE,Pipeline,False,False,CompetitorE,,10,POC setup,New Business,2024-07-10T00:00:00
4186,57,2,Velocity Platforms - Platform Deal,Proposal,1211039,2025-01-12,2024-09-18,Inbound - Web,Best Case,False,False,,,12,Executive alignment,New Business,2024-09-18T00:00:00
4187,836,9,Nova Solutions - Initial License,Discovery,86268,2024-06-30,2023-10-06,Product-Led,Pipeline,False,False,CompetitorC,,29,Send proposal,New Business,2023-10-06T00:00:00
4188,391,16,Vertex Analytics - New Business,Prospecting,32261,2023-08-15,2023-04-06,Inbound - Web,Pipeline,False,False,Open Source Alternative,,11,Contract signing,New Business,2023-04-06T00:00:00
4189,169,9,Nova Enterprises - Initial License,Qualification,49095,2025-02-01,2024-11-01,Inbound - Content,Best Case,False,False,CompetitorC,,51,POC setup,New Business,2024-11-01T00:00:00
4190,369,3,Nova Technologies - Contract Renewal,Prospecting,21257,2024-01-05,2023-07-05,Inbound - Content,Pipeline,False,False,,,31,Send proposal,Renewal,2023-07-05T00:00:00
4191,951,16,Nexus Inc - Initial License,Closed Lost,27182,2022-11-09,2022-05-25,Inbound - Content,Omitted,False,True,CompetitorB,No Decision,18,,New Business,2022-05-25T00:00:00
4192,46,2,Synergy Dynamics - Platform Deal,Qualification,57047,2023-03-25,2023-02-16,Outbound - SDR,Best Case,False,False,,,41,Legal review,New Business,2023-02-16T00:00:00
4193,108,5,Pinnacle Enterprises - New Business,Prospecting,72730,2024-12-04,2024-04-08,Product-Led,Pipeline,False,False,,,34,Send proposal,New Business,2024-04-08T00:00:00
4194,683,1,Pacific Dynamics - Expansion,Closed Lost,6163,2023-02-22,2022-11-03,Inbound - Web,Omitted,False,True,Open Source Alternative,Champion Left,41,,Expansion,2022-11-03T00:00:00
4195,543,8,Apex Software - Renewal,Closed Won,168898,2022-03-18,2021-10-01,Partner Referral,Closed,True,True,,,31,,Renewal,2021-10-01T00:00:00
4196,719,3,Zenith Enterprises - Upsell,Qualification,20983,2023-08-23,2023-01-10,Inbound - Content,Best Case,False,False,CompetitorD,,21,Contract signing,Expansion,2023-01-10T00:00:00
4197,304,3,Pacific Digital - Platform Deal,Closed Lost,77361,2024-04-22,2024-02-03,Outbound - AE,Omitted,False,True,Open Source Alternative,Price,30,,New Business,2024-02-03T00:00:00
4198,677,16,Quantum Dynamics - Initial License,Prospecting,843145,2021-03-05,2020-11-30,Outbound - AE,Pipeline,False,False,CompetitorC,,26,Technical review,New Business,2020-11-30T00:00:00
4199,489,5,Horizon Networks - New Business,Closed Lost,,2024-04-25,2024-01-08,Inbound - Web,Omitted,False,True,,Feature Gap,42,,New Business,2024-01-08T00:00:00
4200,317,9,Vertex Software - Platform Deal,Closed Lost,118630,2023-03-15,2022-12-15,Outbound - AE,Omitted,False,True,CompetitorE,Champion Left,16,,New Business,2022-12-15T00:00:00
4201,209,3,Optima Solutions - Platform Deal,Closed Lost,74794,2024-12-31,2024-12-16,Webinar,Omitted,False,True,,Champion Left,29,,New Business,2024-12-16T00:00:00
4202,387,11,Summit Digital - Initial License,Negotiation,53730,2025-02-02,2024-10-31,Inbound - Web,Commit,False,False,CompetitorC,,17,POC setup,New Business,2024-10-31T00:00:00
4203,903,6,Apex Partners - Platform Deal,Negotiation,116271,2025-05-08,2024-08-26,Inbound - Content,Commit,False,False,,,52,Legal review,New Business,2024-08-26T00:00:00
4204,533,16,Apex Labs - Platform Deal,Qualification,18423,2025-06-08,2024-12-17,Product-Led,Best Case,False,False,CompetitorD,,17,POC setup,New Business,2024-12-17T00:00:00
4205,747,8,Global Group - New Business,Closed Lost,41554,2021-09-07,2021-06-22,Outbound - SDR,Omitted,False,True,CompetitorE,Feature Gap,32,,New Business,2021-06-22T00:00:00
4206,425,13,Velocity Partners - Initial License,Closed Lost,50946,2024-01-11,2023-10-12,Outbound - SDR,Omitted,False,True,,Champion Left,70,,New Business,2023-10-12T00:00:00
4207,699,7,Nexus Technologies - Platform Deal,Qualification,127256,2022-10-31,2022-08-23,Webinar,Best Case,False,False,CompetitorC,,13,Contract signing,New Business,2022-08-23T00:00:00
4208,101,10,Nova Technologies - New Business,Closed Won,9790,2024-12-31,2024-10-11,Product-Led,Closed,True,True,Open Source Alternative,,53,,New Business,2024-10-11T00:00:00
4209,11,3,Apex Services - Platform Deal,Discovery,100726,2023-11-29,2023-07-02,,Pipeline,False,False,,,17,Send proposal,New Business,2023-07-02T00:00:00
4210,979,3,Synergy Group - Platform Deal,Negotiation,152658,2024-01-24,2023-10-09,,Commit,False,False,Open Source Alternative,,38,Reference call,New Business,2023-10-09T00:00:00
4211,336,9,Vanguard Networks - New Business,Qualification,10196,2022-05-09,2021-10-05,Webinar,Best Case,False,False,CompetitorD,,40,Send proposal,New Business,2021-10-05T00:00:00
4212,367,12,Global Inc - Initial License,Proposal,175798,2024-11-02,2024-02-27,Event,Best Case,False,False,,,48,Technical review,New Business,2024-02-27T00:00:00
1581,735,6,Pinnacle Partners - Initial License,Proposal,113877,2025-09-08,2024-12-20,Inbound - Web,Best Case,False,False,CompetitorA,,5,POC setup,New Business,2024-12-20T00:00:00
4214,568,15,Vertex Services - Platform Deal,Qualification,784027,2025-03-06,2024-10-13,Outbound - AE,Best Case,False,False,CompetitorB,,8,Executive alignment,New Business,2024-10-13T00:00:00
4215,149,9,Vertex Enterprises - Platform Deal,Qualification,17755,2023-04-11,2022-10-05,Outbound - SDR,Best Case,False,False,CompetitorB,,65,POC setup,New Business,2022-10-05T00:00:00
4216,677,5,Quantum Dynamics - New Business,Closed Won,684926,2022-01-10,2021-08-16,Partner Referral,Closed,True,True,CompetitorC,,57,,New Business,2021-08-16T00:00:00
4217,421,10,Catalyst Platforms - Additional Seats,Closed Lost,5652,2024-12-31,2024-12-26,Partner Referral,Omitted,False,True,,Price,8,,Expansion,2024-12-26T00:00:00
4218,563,10,Fusion Labs - Platform Deal,Closed Won,9235,2024-12-31,2024-08-27,Partner Referral,Closed,True,True,CompetitorC,,3,,New Business,2024-08-27T00:00:00
4219,580,3,Elevate Services - Initial License,Qualification,146695,2023-03-17,2023-01-12,Partner Referral,Best Case,False,False,,,2,Send proposal,New Business,2023-01-12T00:00:00
4220,943,12,Fusion Software - Initial License,Qualification,46702,2022-07-23,2022-05-23,Inbound - Content,Best Case,False,False,CompetitorC,,4,Schedule demo,New Business,2022-05-23T00:00:00
4221,308,3,Nova Holdings - New Business,Proposal,37495,2024-03-01,2023-10-23,Event,Best Case,False,False,CompetitorB,,15,Reference call,New Business,2023-10-23T00:00:00
4222,575,7,Fusion Enterprises - Initial License,Prospecting,66086,2025-01-28,2024-12-26,Product-Led,Pipeline,False,False,CompetitorB,,47,Legal review,New Business,2024-12-26T00:00:00
4223,483,1,Catalyst Partners - New Business,Prospecting,831267,2022-05-06,2021-10-06,Inbound - Content,Pipeline,False,False,,,9,Schedule demo,New Business,2021-10-06T00:00:00
4224,975,10,Synergy Dynamics - Initial License,Closed Lost,42368,2024-12-31,2024-09-30,Event,Omitted,False,True,CompetitorD,No Decision,54,,New Business,2024-09-30T00:00:00
4225,803,7,Elevate Services - New Business,Closed Won,12007,2021-07-24,2021-06-06,Inbound - Web,Closed,True,True,,,6,,New Business,2021-06-06T00:00:00
4226,55,1,Apex Dynamics - Platform Deal,Proposal,79706,2023-12-03,2023-08-20,Inbound - Content,Best Case,False,False,CompetitorE,,26,Contract signing,New Business,2023-08-20T00:00:00
4227,820,3,Acme Technologies - Renewal,Qualification,116405,2025-01-29,2024-08-04,Outbound - AE,Best Case,False,False,CompetitorD,,7,Reference call,Renewal,2024-08-04T00:00:00
4228,124,12,Zenith Platforms - Platform Deal,Discovery,41313,2021-08-21,2021-03-18,Event,Pipeline,False,False,CompetitorE,,52,POC setup,New Business,2021-03-18T00:00:00
4229,226,8,Vertex Digital - Platform Deal,Closed Lost,185919,2024-12-31,2024-12-18,Outbound - SDR,Omitted,False,True,,Champion Left,45,,New Business,2024-12-18T00:00:00
4230,427,4,Optima Technologies - New Business,Discovery,11602,2023-03-03,2023-01-17,Product-Led,Pipeline,False,False,CompetitorD,,7,Legal review,New Business,2023-01-17T00:00:00
4231,606,8,Quantum Analytics - Expansion,Prospecting,9216,2024-07-25,2024-03-01,Product-Led,Pipeline,False,False,CompetitorB,,10,Legal review,Expansion,2024-03-01T00:00:00
4232,977,7,Catalyst Technologies - Platform Deal,Qualification,142958,2021-10-17,2021-03-15,Outbound - AE,Best Case,False,False,CompetitorE,,4,Technical review,New Business,2021-03-15T00:00:00
4233,976,12,Vertex Systems - Platform Deal,Closed Won,45330,2023-02-18,2023-01-12,Event,Closed,True,True,Open Source Alternative,,2,,New Business,2023-01-12T00:00:00
4234,980,10,Velocity Digital - New Business,Discovery,765488,2025-04-08,2024-11-29,Partner Referral,Pipeline,False,False,Open Source Alternative,,66,Legal review,New Business,2024-11-29T00:00:00
4235,750,14,Synergy Services - Initial License,Qualification,69828,2022-09-27,2022-08-16,Event,Best Case,False,False,,,4,,New Business,2022-08-16T00:00:00
4236,770,4,Horizon Corp - New Business,Discovery,189819,2025-02-07,2024-06-27,,Pipeline,False,False,CompetitorD,,24,,New Business,2024-06-27T00:00:00
4237,193,10,Vertex Group - Platform Deal,Discovery,30848,2024-07-20,2023-11-09,,Pipeline,False,False,,,22,Executive alignment,New Business,2023-11-09T00:00:00
4238,276,14,Optima Services - Renewal,Qualification,676657,2024-11-14,2024-05-11,Partner Referral,Best Case,False,False,,,72,POC setup,Renewal,2024-05-11T00:00:00
4239,465,7,Acme Partners - Initial License,Proposal,241957,2023-09-25,2023-06-12,Event,Best Case,False,False,,,43,Reference call,New Business,2023-06-12T00:00:00
4240,177,8,Nexus Systems - Initial License,Prospecting,24184,2025-04-21,2024-12-24,Partner Referral,Pipeline,False,False,CompetitorC,,14,POC setup,New Business,2024-12-24T00:00:00
4241,814,3,Horizon Enterprises - Initial License,Discovery,35485,2025-02-01,2024-05-10,Partner Referral,Pipeline,False,False,,,4,,New Business,2024-05-10T00:00:00
4242,579,9,Quantum Inc - Expansion,Prospecting,62972,2023-10-31,2023-08-03,Product-Led,Pipeline,False,False,CompetitorA,,23,Schedule demo,Expansion,2023-08-03T00:00:00
4243,747,4,Global Group - Platform Deal,Proposal,114446,2023-01-20,2022-06-13,Inbound - Web,Best Case,False,False,,,58,Executive alignment,New Business,2022-06-13T00:00:00
4244,377,6,Vanguard Partners - Platform Deal,Proposal,13369,2023-07-21,2023-06-15,Inbound - Content,Best Case,False,False,CompetitorC,,31,,New Business,2023-06-15T00:00:00
4245,929,7,Vertex Platforms - Platform Deal,Closed Lost,52129,2024-10-29,2024-06-12,Webinar,Omitted,False,True,CompetitorA,Champion Left,20,,New Business,2024-06-12T00:00:00
4246,448,10,Zenith Labs - Platform Deal,Closed Lost,8506,2023-09-11,2023-07-03,Outbound - AE,Omitted,False,True,,Lost to Status Quo,55,,New Business,2023-07-03T00:00:00
4247,590,8,Global Group - Initial License,Proposal,25823,2024-11-21,2024-10-02,Outbound - AE,Best Case,False,False,,,12,Legal review,New Business,2024-10-02T00:00:00
4248,860,9,Horizon Systems - Platform Deal,Closed Lost,92513,2024-09-28,2024-02-03,Inbound - Web,Omitted,False,True,CompetitorD,Timing,58,,New Business,2024-02-03T00:00:00
4249,213,2,Catalyst Corp - Platform Deal,Discovery,10175,2024-11-02,2024-07-06,Partner Referral,Pipeline,False,False,CompetitorD,,4,Schedule demo,New Business,2024-07-06T00:00:00
4250,114,12,Pacific Technologies - Platform Deal,Closed Lost,63529,2024-11-09,2024-08-09,Event,Omitted,False,True,CompetitorE,Champion Left,62,,New Business,2024-08-09T00:00:00
4251,840,1,Horizon Inc - Platform Deal,Qualification,39447,2025-04-11,2024-12-15,Product-Led,Best Case,False,False,,,17,Schedule demo,New Business,2024-12-15T00:00:00
4252,66,11,Vertex Solutions - New Business,Prospecting,32409,2025-01-10,2024-09-10,Partner Referral,Pipeline,False,False,CompetitorE,,66,Contract signing,New Business,2024-09-10T00:00:00
4253,820,3,Acme Technologies - Expansion,Discovery,31060,2025-03-14,2024-08-31,Inbound - Content,Pipeline,False,False,CompetitorB,,6,Technical review,Expansion,2024-08-31T00:00:00
4254,846,3,Pinnacle Analytics - Additional Seats,Discovery,112264,2023-01-31,2022-09-10,Outbound - SDR,Pipeline,False,False,CompetitorE,,42,Schedule demo,Expansion,2022-09-10T00:00:00
4255,39,14,Elevate Partners - New Business,Closed Lost,155678,2024-06-30,2024-01-13,Outbound - AE,Omitted,False,True,CompetitorB,Lost to Status Quo,40,,New Business,2024-01-13T00:00:00
4256,247,2,Optima Software - New Business,Proposal,109048,2024-07-04,2024-05-10,Partner Referral,Best Case,False,False,,,2,,New Business,2024-05-10T00:00:00
4257,879,16,Apex Analytics - Initial License,Closed Lost,11797,2022-11-12,2022-07-02,Inbound - Web,Omitted,False,True,,Budget Cut,48,,New Business,2022-07-02T00:00:00
4258,356,13,Nova Digital - Initial License,Proposal,120684,2024-01-04,2023-06-02,Outbound - SDR,Best Case,False,False,,,67,Legal review,New Business,2023-06-02T00:00:00
4259,309,1,Apex Software - New Business,Discovery,30920,2023-05-21,2023-04-02,Product-Led,Pipeline,False,False,Open Source Alternative,,39,Reference call,New Business,2023-04-02T00:00:00
2715,768,11,Vertex Services - Platform Deal,Negotiation,37418,2024-02-29,2023-12-01,,Commit,False,False,,,65,Schedule demo,New Business,2023-12-01T00:00:00
4129,203,13,Velocity Labs - Initial License,Discovery,,2023-11-28,2023-06-05,Webinar,Pipeline,False,False,CompetitorE,,59,Schedule demo,New Business,2023-06-05T00:00:00
4262,840,10,Horizon Inc - New Business,Closed Lost,41160,2024-06-17,2024-02-02,Outbound - AE,Omitted,False,True,Open Source Alternative,Lost to Status Quo,42,,New Business,2024-02-02T00:00:00
4263,371,14,Horizon Partners - Initial License,Qualification,42809,2025-06-15,2024-12-29,Event,Best Case,False,False,,,57,Technical review,New Business,2024-12-29T00:00:00
4264,13,1,Vanguard Systems - New Business,Qualification,445452,2025-06-08,2024-09-12,Partner Referral,Best Case,False,False,,,12,POC setup,New Business,2024-09-12T00:00:00
4265,229,5,Fusion Partners - New Business,Negotiation,28299,2025-02-15,2024-08-16,Inbound - Content,Commit,False,False,CompetitorC,,57,Technical review,New Business,2024-08-16T00:00:00
4266,254,8,Quantum Dynamics - Initial License,Prospecting,136950,2024-05-19,2023-12-19,Outbound - AE,Pipeline,False,False,CompetitorB,,25,Schedule demo,New Business,2023-12-19T00:00:00
4267,514,13,Nexus Systems - Platform Deal,Prospecting,45761,2023-07-07,2023-02-14,Inbound - Content,Pipeline,False,False,CompetitorB,,61,,New Business,2023-02-14T00:00:00
4268,995,12,Synergy Systems - Initial License,Proposal,175561,2024-02-10,2023-11-02,Webinar,Best Case,False,False,CompetitorA,,39,POC setup,New Business,2023-11-02T00:00:00
4269,363,1,Summit Analytics - Platform Deal,Discovery,10746,2022-11-07,2022-09-25,Product-Led,Pipeline,False,False,CompetitorC,,35,Send proposal,New Business,2022-09-25T00:00:00
4270,957,11,Synergy Networks - Initial License,Closed Lost,48342,2021-09-23,2021-08-05,Product-Led,Omitted,False,True,CompetitorC,Timing,65,,New Business,2021-08-05T00:00:00
4271,484,9,Nexus Platforms - Initial License,Discovery,62446,2024-09-28,2024-05-14,Inbound - Web,Pipeline,False,False,,,17,POC setup,New Business,2024-05-14T00:00:00
4272,449,2,Catalyst Platforms - New Business,Closed Won,168262,2022-12-23,2022-09-04,Outbound - SDR,Closed,True,True,CompetitorD,,5,,New Business,2022-09-04T00:00:00
4273,900,4,Nexus Digital - Initial License,Prospecting,16438,2025-05-27,2024-12-02,Inbound - Web,Pipeline,False,False,CompetitorB,,42,Legal review,New Business,2024-12-02T00:00:00
4274,859,16,Acme Corp - Initial License,Negotiation,352363,2025-03-06,2024-07-04,Outbound - SDR,Commit,False,False,Open Source Alternative,,42,Executive alignment,New Business,2024-07-04T00:00:00
4275,101,13,Nova Technologies - New Business,Prospecting,31075,2024-03-31,2023-10-06,Event,Pipeline,False,False,CompetitorE,,43,Reference call,New Business,2023-10-06T00:00:00
4276,48,14,Zenith Platforms - Expansion,Closed Lost,4354,2022-02-09,2021-08-19,Outbound - AE,Omitted,False,True,,Feature Gap,54,,Expansion,2021-08-19T00:00:00
4277,731,11,Vanguard Labs - Platform Deal,Closed Lost,191395,2024-10-16,2024-06-30,Webinar,Omitted,False,True,CompetitorA,No Decision,62,,New Business,2024-06-30T00:00:00
4278,879,3,Apex Analytics - New Business,Closed Lost,14073,2023-06-22,2023-05-14,Event,Omitted,False,True,CompetitorC,Budget Cut,43,,New Business,2023-05-14T00:00:00
4279,567,5,Summit Technologies - New Business,Prospecting,155180,2024-02-08,2023-12-21,Outbound - SDR,Pipeline,False,False,CompetitorE,,41,Reference call,New Business,2023-12-21T00:00:00
4280,518,4,Global Holdings - Platform Deal,Qualification,165950,2023-03-03,2022-12-06,Inbound - Web,Best Case,False,False,CompetitorC,,13,Contract signing,New Business,2022-12-06T00:00:00
4281,741,14,Summit Corp - Platform Deal,Closed Lost,56129,2024-06-21,2024-05-07,Partner Referral,Omitted,False,True,CompetitorA,No Decision,53,,New Business,2024-05-07T00:00:00
4282,236,10,Fusion Solutions - Platform Deal,Proposal,75344,2024-08-12,2023-12-27,Outbound - SDR,Best Case,False,False,,,34,Reference call,New Business,2023-12-27T00:00:00
4283,871,3,Apex Dynamics - Initial License,Prospecting,183566,2023-12-06,2023-08-05,Product-Led,Pipeline,False,False,,,15,Reference call,New Business,2023-08-05T00:00:00
4284,358,14,Catalyst Networks - New Business,Negotiation,46246,2023-12-08,2023-08-15,Inbound - Content,Commit,False,False,CompetitorE,,16,Schedule demo,New Business,2023-08-15T00:00:00
4285,97,14,Atlas Networks - Platform Deal,Proposal,47495,2025-05-18,2024-11-14,Webinar,Best Case,False,False,Open Source Alternative,,54,Schedule demo,New Business,2024-11-14T00:00:00
4286,327,12,Pacific Inc - Platform Deal,Discovery,28129,2022-03-14,2021-07-09,Outbound - AE,Pipeline,False,False,CompetitorA,,51,POC setup,New Business,2021-07-09T00:00:00
4287,677,5,Quantum Dynamics - Additional Seats,Prospecting,132925,2025-01-03,2024-10-18,Partner Referral,Pipeline,False,False,,,57,,Expansion,2024-10-18T00:00:00
4288,1000,4,Synergy Digital - Initial License,Closed Lost,180732,2024-12-31,2024-09-02,Partner Referral,Omitted,False,True,Open Source Alternative,Competitor,36,,New Business,2024-09-02T00:00:00
4289,949,6,Synergy Systems - New Business,Discovery,43760,2025-04-05,2024-10-09,Inbound - Web,Pipeline,False,False,CompetitorD,,38,POC setup,New Business,2024-10-09T00:00:00
4290,505,16,Summit Enterprises - Initial License,Negotiation,163858,2025-01-07,2024-11-18,Product-Led,Commit,False,False,CompetitorE,,20,Schedule demo,New Business,2024-11-18T00:00:00
4291,23,3,Pacific Corp - New Business,Discovery,36038,2025-02-03,2024-10-29,Outbound - AE,Pipeline,False,False,Open Source Alternative,,41,Technical review,New Business,2024-10-29T00:00:00
4292,370,11,Nova Networks - Platform Deal,Discovery,22885,2024-07-27,2023-12-02,Partner Referral,Pipeline,False,False,CompetitorD,,51,Legal review,New Business,2023-12-02T00:00:00
4293,316,14,Nexus Inc - New Business,Closed Lost,85399,2022-03-23,2021-10-31,,Omitted,False,True,CompetitorA,Budget Cut,32,,New Business,2021-10-31T00:00:00
4294,220,8,Quantum Digital - Initial License,Negotiation,18024,2024-08-02,2023-12-22,Event,Commit,False,False,CompetitorE,,41,POC setup,New Business,2023-12-22T00:00:00
4295,220,4,Quantum Digital - Upsell,Prospecting,6081,2024-02-04,2023-05-27,Inbound - Web,Pipeline,False,False,,,19,Reference call,Expansion,2023-05-27T00:00:00
4296,612,4,Vanguard Corp - Initial License,Qualification,12570,2024-12-06,2024-05-19,Outbound - AE,Best Case,False,False,,,2,Send proposal,New Business,2024-05-19T00:00:00
4297,370,13,Nova Networks - Initial License,Discovery,43318,2023-02-01,2022-10-04,,Pipeline,False,False,CompetitorB,,28,Send proposal,New Business,2022-10-04T00:00:00
4298,395,8,Vertex Software - New Business,Proposal,537630,2024-08-10,2024-03-10,Event,Best Case,False,False,CompetitorA,,52,POC setup,New Business,2024-03-10T00:00:00
4299,391,2,Vertex Analytics - New Business,Closed Lost,75212,2023-05-11,2023-01-02,Inbound - Content,Omitted,False,True,,Budget Cut,23,,New Business,2023-01-02T00:00:00
4300,951,14,Nexus Inc - New Business,Proposal,27321,2024-09-29,2024-06-07,Inbound - Web,Best Case,False,False,Open Source Alternative,,36,Schedule demo,New Business,2024-06-07T00:00:00
4301,814,5,Horizon Enterprises - Initial License,Prospecting,25830,2024-10-11,2024-04-21,Product-Led,Pipeline,False,False,,,33,Schedule demo,New Business,2024-04-21T00:00:00
4302,108,14,Pinnacle Enterprises - Initial License,Qualification,55603,2024-06-11,2024-03-04,Partner Referral,Best Case,False,False,,,20,Schedule demo,New Business,2024-03-04T00:00:00
4303,124,12,Zenith Platforms - New Business,Proposal,39743,2024-05-27,2023-11-16,Inbound - Content,Best Case,False,False,,,68,Reference call,New Business,2023-11-16T00:00:00
4304,397,4,Acme Software - Platform Deal,Prospecting,34018,2024-10-02,2024-01-08,Product-Led,Pipeline,False,False,Open Source Alternative,,46,Schedule demo,New Business,2024-01-08T00:00:00
4305,42,12,Apex Holdings - Initial License,Closed Lost,254049,2024-12-31,2024-10-13,Inbound - Content,Omitted,False,True,CompetitorA,Lost to Status Quo,69,,New Business,2024-10-13T00:00:00
4306,74,4,Vertex Corp - Initial License,Closed Won,81947,2024-03-09,2024-01-25,Inbound - Content,Closed,True,True,CompetitorC,,12,,New Business,2024-01-25T00:00:00
4307,5,12,Vanguard Solutions - Initial License,Closed Lost,93100,2023-08-12,2023-06-15,Inbound - Web,Omitted,False,True,CompetitorB,Lost to Status Quo,58,,New Business,2023-06-15T00:00:00
4308,780,10,Velocity Corp - Platform Deal,Prospecting,32309,2021-10-07,2021-03-04,Partner Referral,Pipeline,False,False,,,51,POC setup,New Business,2021-03-04T00:00:00
4309,536,12,Nova Dynamics - Initial License,Closed Lost,37036,2022-03-28,2021-09-21,Outbound - AE,Omitted,False,True,,Feature Gap,17,,New Business,2021-09-21T00:00:00
4310,39,5,Elevate Partners - Platform Deal,Discovery,94624,2024-07-30,2024-05-08,Inbound - Content,Pipeline,False,False,CompetitorC,,59,Reference call,New Business,2024-05-08T00:00:00
4311,758,8,Apex Networks - Initial License,Qualification,15995,2022-04-28,2021-08-17,Outbound - AE,Best Case,False,False,,,56,Legal review,New Business,2021-08-17T00:00:00
4312,133,12,Vanguard Corp - Initial License,Prospecting,91705,2024-03-04,2023-09-17,Webinar,Pipeline,False,False,CompetitorB,,19,Send proposal,New Business,2023-09-17T00:00:00
4313,88,6,Acme Inc - Upsell,Proposal,55935,2022-08-30,2022-06-24,Outbound - SDR,Best Case,False,False,CompetitorD,,2,Contract signing,Expansion,2022-06-24T00:00:00
4314,25,15,Synergy Holdings - Platform Deal,Closed Lost,36244,2024-12-31,2024-12-07,,Omitted,False,True,CompetitorA,Lost to Status Quo,10,,New Business,2024-12-07T00:00:00
4315,504,2,Optima Platforms - Upsell,Qualification,15081,2023-06-01,2022-10-12,Partner Referral,Best Case,False,False,CompetitorE,,20,Contract signing,Expansion,2022-10-12T00:00:00
4316,566,14,Pinnacle Partners - New Business,Proposal,21908,2023-06-03,2022-12-12,Inbound - Web,Best Case,False,False,CompetitorB,,40,Executive alignment,New Business,2022-12-12T00:00:00
4317,746,5,Fusion Corp - New Business,Closed Lost,20082,2024-12-31,2024-11-19,Outbound - AE,Omitted,False,True,Open Source Alternative,Lost to Status Quo,15,,New Business,2024-11-19T00:00:00
4318,870,16,Pacific Software - New Business,Discovery,48070,2024-11-18,2024-06-11,Outbound - SDR,Pipeline,False,False,CompetitorC,,49,,New Business,2024-06-11T00:00:00
4319,988,15,Zenith Technologies - New Business,Closed Lost,,2024-12-31,2024-10-09,Outbound - AE,Omitted,False,True,,Feature Gap,39,,New Business,2024-10-09T00:00:00
4320,491,2,Acme Platforms - Platform Deal,Qualification,123238,2022-12-21,2022-10-04,Product-Led,Best Case,False,False,CompetitorE,,41,,New Business,2022-10-04T00:00:00
4321,165,11,Pinnacle Corp - Platform Deal,Prospecting,211525,2023-03-25,2023-04-17,Partner Referral,Pipeline,False,False,CompetitorB,,54,POC setup,New Business,2023-04-17T00:00:00
4322,115,7,Zenith Dynamics - Initial License,Qualification,97950,2025-01-31,2024-07-09,Outbound - AE,Best Case,False,False,,,43,Reference call,New Business,2024-07-09T00:00:00
4323,602,9,Atlas Digital - Initial License,Prospecting,54927,2022-02-14,2021-11-21,Inbound - Content,Pipeline,False,False,CompetitorD,,43,Reference call,New Business,2021-11-21T00:00:00
